sales_date,GTIN,product_name,weekday_name,month_name,dominant_weather_type,dominant_temp_category,daily_sales_count,daily_sales_value
2019-05-04,GTIN-8000920461235,Calippo Cola 105ml,SAT,MAY,sunny,hot,1114,2216.86
2019-05-04,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,MAY,sunny,hot,1057,3160.43
2019-05-04,GTIN-8711327319714,Cornetto Classico 120ml,SAT,MAY,sunny,hot,920,3670.8
2019-05-04,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,MAY,sunny,hot,1072,3205.28
2019-05-04,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,MAY,sunny,hot,866,3455.34
2019-05-04,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,MAY,sunny,hot,1118,2224.82
2019-05-04,GTIN-8720000066784,Solero Exotic 90ml,SAT,MAY,sunny,hot,1131,2250.69
2019-05-05,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,MAY,sunny,hot,1226,1826.74
2019-05-05,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,MAY,sunny,hot,1141,1700.09
2019-05-05,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,MAY,sunny,hot,1166,2903.34
2019-05-05,GTIN-8000920461235,Calippo Cola 105ml,SUN,MAY,sunny,hot,1160,2308.4
2019-05-05,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,MAY,sunny,hot,1072,3205.28
2019-05-05,GTIN-8711327319714,Cornetto Classico 120ml,SUN,MAY,sunny,hot,918,3662.82
2019-05-05,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,MAY,sunny,hot,958,2864.42
2019-05-05,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,MAY,sunny,hot,839,3347.61
2019-05-05,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,MAY,sunny,hot,1124,2236.76
2019-05-05,GTIN-8720000066784,Solero Exotic 90ml,SUN,MAY,sunny,hot,1103,2194.97
2019-05-06,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,MAY,sunny,warm,723,1077.27
2019-05-06,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,MAY,sunny,warm,734,1093.66
2019-05-06,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,MAY,sunny,warm,733,1825.17
2019-05-06,GTIN-8000920461235,Calippo Cola 105ml,MON,MAY,sunny,warm,677,1347.23
2019-05-06,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,MAY,sunny,warm,635,1898.65
2019-05-06,GTIN-8711327319714,Cornetto Classico 120ml,MON,MAY,sunny,warm,581,2318.19
2019-05-06,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,MAY,sunny,warm,603,1802.97
2019-05-06,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,MAY,sunny,warm,601,2397.99
2019-05-06,GTIN-8711918648606,Walls Feast Classic 90ml,MON,MAY,sunny,warm,699,1391.01
2019-05-06,GTIN-8720000066784,Solero Exotic 90ml,MON,MAY,sunny,warm,718,1428.82
2019-05-07,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,MAY,sunny,hot,1259,1875.91
2019-05-07,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,MAY,sunny,hot,1274,1898.26
2019-05-07,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,MAY,sunny,hot,1215,3025.35
2019-05-07,GTIN-8000920461235,Calippo Cola 105ml,TUE,MAY,sunny,hot,1204,2395.96
2019-05-07,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,MAY,sunny,hot,1022,3055.78
2019-05-07,GTIN-8711327319714,Cornetto Classico 120ml,TUE,MAY,sunny,hot,915,3650.85
2019-05-07,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,MAY,sunny,hot,1048,3133.52
2019-05-07,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,MAY,sunny,hot,891,3555.09
2019-05-07,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,MAY,sunny,hot,1058,2105.42
2019-05-07,GTIN-8720000066784,Solero Exotic 90ml,TUE,MAY,sunny,hot,1130,2248.7
2019-05-08,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,MAY,sunny,warm,691,1029.59
2019-05-08,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,MAY,sunny,warm,719,1071.31
2019-05-08,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,MAY,sunny,warm,698,1738.02
2019-05-08,GTIN-8000920461235,Calippo Cola 105ml,WED,MAY,sunny,warm,696,1385.04
2019-05-08,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,MAY,sunny,warm,652,1949.48
2019-05-08,GTIN-8711327319714,Cornetto Classico 120ml,WED,MAY,sunny,warm,631,2517.69
2019-05-08,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,MAY,sunny,warm,662,1979.38
2019-05-08,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,MAY,sunny,warm,650,2593.5
2019-05-08,GTIN-8711918648606,Walls Feast Classic 90ml,WED,MAY,sunny,warm,726,1444.74
2019-05-08,GTIN-8720000066784,Solero Exotic 90ml,WED,MAY,sunny,warm,748,1488.52
2019-05-09,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,MAY,rainy,hot,958,1427.42
2019-05-09,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,MAY,rainy,hot,985,1467.65
2019-05-09,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,MAY,rainy,hot,983,2447.67
2019-05-09,GTIN-8000920461235,Calippo Cola 105ml,THU,MAY,rainy,hot,843,1677.57
2019-05-09,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,MAY,rainy,hot,830,2481.7
2019-05-09,GTIN-8711327319714,Cornetto Classico 120ml,THU,MAY,rainy,hot,690,2753.1
2019-05-09,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,MAY,rainy,hot,829,2478.71
2019-05-09,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,MAY,rainy,hot,731,2916.69
2019-05-09,GTIN-8711918648606,Walls Feast Classic 90ml,THU,MAY,rainy,hot,907,1804.93
2019-05-09,GTIN-8720000066784,Solero Exotic 90ml,THU,MAY,rainy,hot,847,1685.53
2019-05-10,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,MAY,sunny,hot,1204,1793.96
2019-05-10,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,MAY,sunny,hot,1175,1750.75
2019-05-10,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,MAY,sunny,hot,1305,3249.45
2019-05-10,GTIN-8000920461235,Calippo Cola 105ml,FRI,MAY,sunny,hot,1075,2139.25
2019-05-10,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,MAY,sunny,hot,1038,3103.62
2019-05-10,GTIN-8711327319714,Cornetto Classico 120ml,FRI,MAY,sunny,hot,882,3519.18
2019-05-10,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,MAY,sunny,hot,1051,3142.49
2019-05-10,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,MAY,sunny,hot,921,3674.79
2019-05-10,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,MAY,sunny,hot,1105,2198.95
2019-05-10,GTIN-8720000066784,Solero Exotic 90ml,FRI,MAY,sunny,hot,1095,2179.05
2019-05-11,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,MAY,sunny,hot,1224,1823.76
2019-05-11,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,MAY,sunny,hot,1129,1682.21
2019-05-11,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,MAY,sunny,hot,1196,2978.04
2019-05-11,GTIN-8000920461235,Calippo Cola 105ml,SAT,MAY,sunny,hot,1094,2177.06
2019-05-11,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,MAY,sunny,hot,1010,3019.9
2019-05-11,GTIN-8711327319714,Cornetto Classico 120ml,SAT,MAY,sunny,hot,885,3531.15
2019-05-11,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,MAY,sunny,hot,997,2981.03
2019-05-11,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,MAY,sunny,hot,927,3698.73
2019-05-11,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,MAY,sunny,hot,1124,2236.76
2019-05-11,GTIN-8720000066784,Solero Exotic 90ml,SAT,MAY,sunny,hot,1128,2244.72
2019-05-12,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,MAY,sunny,warm,746,1111.54
2019-05-12,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,MAY,sunny,warm,729,1086.21
2019-05-12,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,MAY,sunny,warm,671,1670.79
2019-05-12,GTIN-8000920461235,Calippo Cola 105ml,SUN,MAY,sunny,warm,682,1357.18
2019-05-12,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,MAY,sunny,warm,644,1925.56
2019-05-12,GTIN-8711327319714,Cornetto Classico 120ml,SUN,MAY,sunny,warm,624,2489.76
2019-05-12,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,MAY,sunny,warm,684,2045.16
2019-05-12,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,MAY,sunny,warm,669,2669.31
2019-05-12,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,MAY,sunny,warm,747,1486.53
2019-05-12,GTIN-8720000066784,Solero Exotic 90ml,SUN,MAY,sunny,warm,715,1422.85
2019-05-13,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,MAY,sunny,hot,1216,1811.84
2019-05-13,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,MAY,sunny,hot,1253,1866.97
2019-05-13,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,MAY,sunny,hot,1253,3119.97
2019-05-13,GTIN-8000920461235,Calippo Cola 105ml,MON,MAY,sunny,hot,1088,2165.12
2019-05-13,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,MAY,sunny,hot,1088,3253.12
2019-05-13,GTIN-8711327319714,Cornetto Classico 120ml,MON,MAY,sunny,hot,882,3519.18
2019-05-13,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,MAY,sunny,hot,1012,3025.88
2019-05-13,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,MAY,sunny,hot,917,3658.83
2019-05-13,GTIN-8711918648606,Walls Feast Classic 90ml,MON,MAY,sunny,hot,1085,2159.15
2019-05-13,GTIN-8720000066784,Solero Exotic 90ml,MON,MAY,sunny,hot,1106,2200.94
2019-05-14,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,MAY,sunny,warm,712,1060.88
2019-05-14,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,MAY,sunny,warm,748,1114.52
2019-05-14,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,MAY,sunny,warm,746,1857.54
2019-05-14,GTIN-8000920461235,Calippo Cola 105ml,TUE,MAY,sunny,warm,756,1504.44
2019-05-14,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,MAY,sunny,warm,658,1967.42
2019-05-14,GTIN-8711327319714,Cornetto Classico 120ml,TUE,MAY,sunny,warm,580,2314.2
2019-05-14,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,MAY,sunny,warm,654,1955.46
2019-05-14,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,MAY,sunny,warm,658,2625.42
2019-05-14,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,MAY,sunny,warm,706,1404.94
2019-05-14,GTIN-8720000066784,Solero Exotic 90ml,TUE,MAY,sunny,warm,683,1359.17
2019-05-15,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,MAY,cloudy,hot,983,1464.67
2019-05-15,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,MAY,cloudy,hot,1032,1537.68
2019-05-15,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,MAY,cloudy,hot,975,2427.75
2019-05-15,GTIN-8000920461235,Calippo Cola 105ml,WED,MAY,cloudy,hot,896,1783.04
2019-05-15,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,MAY,cloudy,hot,845,2526.55
2019-05-15,GTIN-8711327319714,Cornetto Classico 120ml,WED,MAY,cloudy,hot,697,2781.03
2019-05-15,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,MAY,cloudy,hot,858,2565.42
2019-05-15,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,MAY,cloudy,hot,743,2964.57
2019-05-15,GTIN-8711918648606,Walls Feast Classic 90ml,WED,MAY,cloudy,hot,905,1800.95
2019-05-15,GTIN-8720000066784,Solero Exotic 90ml,WED,MAY,cloudy,hot,972,1934.28
2019-05-16,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,MAY,rainy,hot,983,1464.67
2019-05-16,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,MAY,rainy,hot,969,1443.81
2019-05-16,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,MAY,rainy,hot,941,2343.09
2019-05-16,GTIN-8000920461235,Calippo Cola 105ml,THU,MAY,rainy,hot,902,1794.98
2019-05-16,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,MAY,rainy,hot,789,2359.11
2019-05-16,GTIN-8711327319714,Cornetto Classico 120ml,THU,MAY,rainy,hot,673,2685.27
2019-05-16,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,MAY,rainy,hot,770,2302.3
2019-05-16,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,MAY,rainy,hot,728,2904.72
2019-05-16,GTIN-8711918648606,Walls Feast Classic 90ml,THU,MAY,rainy,hot,820,1631.8
2019-05-16,GTIN-8720000066784,Solero Exotic 90ml,THU,MAY,rainy,hot,899,1789.01
2019-05-17,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,MAY,sunny,hot,1212,1805.88
2019-05-17,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,MAY,sunny,hot,1219,1816.31
2019-05-17,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,MAY,sunny,hot,1187,2955.63
2019-05-17,GTIN-8000920461235,Calippo Cola 105ml,FRI,MAY,sunny,hot,1057,2103.43
2019-05-17,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,MAY,sunny,hot,1059,3166.41
2019-05-17,GTIN-8711327319714,Cornetto Classico 120ml,FRI,MAY,sunny,hot,847,3379.53
2019-05-17,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,MAY,sunny,hot,981,2933.19
2019-05-17,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,MAY,sunny,hot,908,3622.92
2019-05-17,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,MAY,sunny,hot,1126,2240.74
2019-05-17,GTIN-8720000066784,Solero Exotic 90ml,FRI,MAY,sunny,hot,1100,2189
2019-05-18,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,MAY,sunny,hot,1266,1886.34
2019-05-18,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,MAY,sunny,hot,1223,1822.27
2019-05-18,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,MAY,sunny,hot,1215,3025.35
2019-05-18,GTIN-8000920461235,Calippo Cola 105ml,SAT,MAY,sunny,hot,1088,2165.12
2019-05-18,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,MAY,sunny,hot,999,2987.01
2019-05-18,GTIN-8711327319714,Cornetto Classico 120ml,SAT,MAY,sunny,hot,840,3351.6
2019-05-18,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,MAY,sunny,hot,988,2954.12
2019-05-18,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,MAY,sunny,hot,936,3734.64
2019-05-18,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,MAY,sunny,hot,1025,2039.75
2019-05-18,GTIN-8720000066784,Solero Exotic 90ml,SAT,MAY,sunny,hot,1072,2133.28
2019-05-19,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,MAY,sunny,hot,1297,1932.53
2019-05-19,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,MAY,sunny,hot,1227,1828.23
2019-05-19,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,MAY,sunny,hot,1198,2983.02
2019-05-19,GTIN-8000920461235,Calippo Cola 105ml,SUN,MAY,sunny,hot,1090,2169.1
2019-05-19,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,MAY,sunny,hot,1032,3085.68
2019-05-19,GTIN-8711327319714,Cornetto Classico 120ml,SUN,MAY,sunny,hot,900,3591
2019-05-19,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,MAY,sunny,hot,1027,3070.73
2019-05-19,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,MAY,sunny,hot,909,3626.91
2019-05-19,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,MAY,sunny,hot,1198,2384.02
2019-05-19,GTIN-8720000066784,Solero Exotic 90ml,SUN,MAY,sunny,hot,1136,2260.64
2019-05-20,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,MAY,sunny,warm,738,1099.62
2019-05-20,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,MAY,sunny,warm,699,1041.51
2019-05-20,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,MAY,sunny,warm,715,1780.35
2019-05-20,GTIN-8000920461235,Calippo Cola 105ml,MON,MAY,sunny,warm,661,1315.39
2019-05-20,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,MAY,sunny,warm,628,1877.72
2019-05-20,GTIN-8711327319714,Cornetto Classico 120ml,MON,MAY,sunny,warm,568,2266.32
2019-05-20,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,MAY,sunny,warm,695,2078.05
2019-05-20,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,MAY,sunny,warm,599,2390.01
2019-05-20,GTIN-8711918648606,Walls Feast Classic 90ml,MON,MAY,sunny,warm,733,1458.67
2019-05-20,GTIN-8720000066784,Solero Exotic 90ml,MON,MAY,sunny,warm,742,1476.58
2019-05-21,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,MAY,sunny,hot,1262,1880.38
2019-05-21,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,MAY,sunny,hot,1175,1750.75
2019-05-21,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,MAY,sunny,hot,1235,3075.15
2019-05-21,GTIN-8000920461235,Calippo Cola 105ml,TUE,MAY,sunny,hot,1075,2139.25
2019-05-21,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,MAY,sunny,hot,1058,3163.42
2019-05-21,GTIN-8711327319714,Cornetto Classico 120ml,TUE,MAY,sunny,hot,960,3830.4
2019-05-21,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,TUE,MAY,sunny,hot,994,2972.06
2019-05-21,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,TUE,MAY,sunny,hot,890,3551.1
2019-05-21,GTIN-8711918648606,Walls Feast Classic 90ml,TUE,MAY,sunny,hot,1079,2147.21
2019-05-21,GTIN-8720000066784,Solero Exotic 90ml,TUE,MAY,sunny,hot,1100,2189
2019-05-22,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,WED,MAY,sunny,hot,1243,1852.07
2019-05-22,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,WED,MAY,sunny,hot,1165,1735.85
2019-05-22,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,WED,MAY,sunny,hot,1206,3002.94
2019-05-22,GTIN-8000920461235,Calippo Cola 105ml,WED,MAY,sunny,hot,1060,2109.4
2019-05-22,GTIN-8711327313712,Magnum Vegan Classic 90ml,WED,MAY,sunny,hot,1109,3315.91
2019-05-22,GTIN-8711327319714,Cornetto Classico 120ml,WED,MAY,sunny,hot,903,3602.97
2019-05-22,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,WED,MAY,sunny,hot,1094,3271.06
2019-05-22,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,WED,MAY,sunny,hot,831,3315.69
2019-05-22,GTIN-8711918648606,Walls Feast Classic 90ml,WED,MAY,sunny,hot,1103,2194.97
2019-05-22,GTIN-8720000066784,Solero Exotic 90ml,WED,MAY,sunny,hot,1136,2260.64
2019-05-23,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,THU,MAY,cloudy,hot,1041,1551.09
2019-05-23,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,THU,MAY,cloudy,hot,969,1443.81
2019-05-23,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,THU,MAY,cloudy,hot,933,2323.17
2019-05-23,GTIN-8000920461235,Calippo Cola 105ml,THU,MAY,cloudy,hot,858,1707.42
2019-05-23,GTIN-8711327313712,Magnum Vegan Classic 90ml,THU,MAY,cloudy,hot,847,2532.53
2019-05-23,GTIN-8711327319714,Cornetto Classico 120ml,THU,MAY,cloudy,hot,749,2988.51
2019-05-23,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,THU,MAY,cloudy,hot,832,2487.68
2019-05-23,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,THU,MAY,cloudy,hot,760,3032.4
2019-05-23,GTIN-8711918648606,Walls Feast Classic 90ml,THU,MAY,cloudy,hot,917,1824.83
2019-05-23,GTIN-8720000066784,Solero Exotic 90ml,THU,MAY,cloudy,hot,911,1812.89
2019-05-24,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,FRI,MAY,sunny,warm,741,1104.09
2019-05-24,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,FRI,MAY,sunny,warm,738,1099.62
2019-05-24,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,FRI,MAY,sunny,warm,693,1725.57
2019-05-24,GTIN-8000920461235,Calippo Cola 105ml,FRI,MAY,sunny,warm,744,1480.56
2019-05-24,GTIN-8711327313712,Magnum Vegan Classic 90ml,FRI,MAY,sunny,warm,669,2000.31
2019-05-24,GTIN-8711327319714,Cornetto Classico 120ml,FRI,MAY,sunny,warm,608,2425.92
2019-05-24,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,FRI,MAY,sunny,warm,648,1937.52
2019-05-24,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,FRI,MAY,sunny,warm,610,2433.9
2019-05-24,GTIN-8711918648606,Walls Feast Classic 90ml,FRI,MAY,sunny,warm,732,1456.68
2019-05-24,GTIN-8720000066784,Solero Exotic 90ml,FRI,MAY,sunny,warm,745,1482.55
2019-05-25,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SAT,MAY,rainy,hot,997,1485.53
2019-05-25,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SAT,MAY,rainy,hot,940,1400.6
2019-05-25,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SAT,MAY,rainy,hot,1054,2624.46
2019-05-25,GTIN-8000920461235,Calippo Cola 105ml,SAT,MAY,rainy,hot,848,1687.52
2019-05-25,GTIN-8711327313712,Magnum Vegan Classic 90ml,SAT,MAY,rainy,hot,781,2335.19
2019-05-25,GTIN-8711327319714,Cornetto Classico 120ml,SAT,MAY,rainy,hot,754,3008.46
2019-05-25,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SAT,MAY,rainy,hot,842,2517.58
2019-05-25,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SAT,MAY,rainy,hot,724,2888.76
2019-05-25,GTIN-8711918648606,Walls Feast Classic 90ml,SAT,MAY,rainy,hot,870,1731.3
2019-05-25,GTIN-8720000066784,Solero Exotic 90ml,SAT,MAY,rainy,hot,894,1779.06
2019-05-26,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,SUN,MAY,rainy,hot,1082,1612.18
2019-05-26,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,SUN,MAY,rainy,hot,986,1469.14
2019-05-26,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,SUN,MAY,rainy,hot,997,2482.53
2019-05-26,GTIN-8000920461235,Calippo Cola 105ml,SUN,MAY,rainy,hot,936,1862.64
2019-05-26,GTIN-8711327313712,Magnum Vegan Classic 90ml,SUN,MAY,rainy,hot,802,2397.98
2019-05-26,GTIN-8711327319714,Cornetto Classico 120ml,SUN,MAY,rainy,hot,728,2904.72
2019-05-26,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,SUN,MAY,rainy,hot,819,2448.81
2019-05-26,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,SUN,MAY,rainy,hot,656,2617.44
2019-05-26,GTIN-8711918648606,Walls Feast Classic 90ml,SUN,MAY,rainy,hot,883,1757.17
2019-05-26,GTIN-8720000066784,Solero Exotic 90ml,SUN,MAY,rainy,hot,890,1771.1
2019-05-27,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,MON,MAY,sunny,hot,1150,1713.5
2019-05-27,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,MON,MAY,sunny,hot,1176,1752.24
2019-05-27,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,MON,MAY,sunny,hot,1219,3035.31
2019-05-27,GTIN-8000920461235,Calippo Cola 105ml,MON,MAY,sunny,hot,1060,2109.4
2019-05-27,GTIN-8711327313712,Magnum Vegan Classic 90ml,MON,MAY,sunny,hot,1031,3082.69
2019-05-27,GTIN-8711327319714,Cornetto Classico 120ml,MON,MAY,sunny,hot,886,3535.14
2019-05-27,GTIN-8711327480537,Magnum Double Gold Caramel Billionaire 85ml,MON,MAY,sunny,hot,1073,3208.27
2019-05-27,GTIN-8711327489608,Cornetto Soft Chocolate 140ml,MON,MAY,sunny,hot,899,3587.01
2019-05-27,GTIN-8711918648606,Walls Feast Classic 90ml,MON,MAY,sunny,hot,1111,2210.89
2019-05-27,GTIN-8720000066784,Solero Exotic 90ml,MON,MAY,sunny,hot,1113,2214.87
2019-05-28,GTIN-4060800171900,Pepsi Regular Cola 330ml bottle,TUE,MAY,sunny,warm,675,1005.75
2019-05-28,GTIN-5017726133887,Coca-Cola Soft Drink Can 330 ml,TUE,MAY,sunny,warm,721,1074.29
2019-05-28,GTIN-5017726170196,Fanta Zero Orange Soft Drink Bottle 500 ml,TUE,MAY,sunny,warm,684,1703.16
2019-05-28,GTIN-8000920461235,Calippo Cola 105ml,TUE,MAY,sunny,warm,717,1426.83
2019-05-28,GTIN-8711327313712,Magnum Vegan Classic 90ml,TUE,MAY,sunny,warm,667,1994.33
2019-05-28,GTIN-8711327319714,Cornetto Classico 120ml,TUE,MAY,sunny,warm,637,2541.63
